douban_score,publisher,douban_votes,name,authors
8.0, 长江文艺出版社,3600,吃瓜时代的儿女们,刘震云
8.5, 二十一世纪出版社,10896,悟空传,今何在
8.9, 浙江文艺出版社,2936,道林·格雷的画像,果麦文化
9.0, 人民文学出版社,5039,卡夫卡小说全集（全三册）,"[奥地利]
            弗朗茨·卡夫卡"
9.2, 译林出版社,2597,基督山伯爵（上下）,译林·名著名译
8.0, 上海译文出版社,17341,东京奇谭集,"[日]
            村上春树"
8.9, 百花洲文艺出版社,103,沙海无门,
8.1, 江苏凤凰文艺出版社,3444,2018,九志天达
8.2, 上海译文出版社,7748,潮骚,"[日]
            三岛由纪夫"
9.1, 上海人民出版社,4549,2001太空漫游,"[英]
            阿瑟·克拉克"
8.6, 译林出版社,3437,烛烬,"[匈牙利]
            马洛伊·山多尔"
8.6, 南海出版公司,3468,古都,"[日]
            川端康成"
9.0, 江苏文艺出版社,3057,京华烟云,林语堂
8.0, 北京十月文艺出版社,13501,色，戒,张爱玲
8.2, 上海译文出版社,8553,爱情笔记,"[英]
            阿兰·德波顿"
8.1, 人民文学出版社,5312,芙蓉镇,古华
8.4, 译林出版社,6109,寻欢作乐,"[英]
            威廉·萨默塞特·毛姆"
8.4, 上海译文出版社,30797,瓦尔登湖,亨利·戴维·梭罗
8.6, 上海译文出版社,11138,不朽,"[捷克]
            米兰·昆德拉"
8.4, 时代文艺出版社,25628,盗墓笔记7,南派三叔
7.4, 生活.读书.新知三联书店,7385,碧血剑,金庸
9.1, 北京联合出版公司,48,I窃星,未读
8.0, 时代文艺出版社,11528,一半是海水一半是火焰,王朔
8.8, 中国海关出版社,27466,明朝那些事儿（陆）,当年明月
8.5, 新星出版社,4835,占星术杀人魔法,
7.5, 长江出版社,3901,浮生物语,裟椤双树
8.7, 译林出版社,1389,爱与黑暗的故事,"[以色列]
            阿摩司·奥兹"
7.5, 中国华侨出版社,385,知否知否应是绿肥红瘦（二）,知否知否应是绿肥红瘦（典藏版）
8.7, 北京联合出版公司,636,艰难的制造,读客·知识小说文库
8.4, 世纪文景/上海人民出版社,1640,屠夫十字镇,"[美]
            约翰·威廉斯"
7.9, 江苏文艺出版社,3821,雪中悍刀行 1,烽火戏诸侯
9.0, 生活·读书·新知三联书店,25915,围城,钱钟书
8.6, 人民文学出版社,9728,尘埃落定,阿来
8.9, 湖南文艺出版社,6433,有匪1,Priest
6.3, 长江文艺出版社,17328,小时代3.0：刺金时代,郭敬明
7.6, 海南出版社,5864,余罪,常书欣
8.4, 中国友谊出版公司,26631,盗墓笔记5,南派三叔
8.0, 百花洲文艺出版社,4498,昭奚旧草,书海沧生
8.4, 浙江文艺出版社,4129,幻影书,"[美]
            保罗·奥斯特"
8.0, 新星出版社,941,凛冬之棺,午夜文库·原创系列
7.3, 花山文艺出版社,5181,微微一笑很倾城（典藏版）,顾漫
8.4, 青岛出版社,3640,打火机与公主裙·荒草园,Twentine
8.7, 上海译文出版社,10609,银河系搭车客指南,银河系搭车客指南五部曲
8.8, 作家出版社,865,小姨多鹤,严歌苓长篇精品
8.1, 北京十月文艺出版社,1837,一半是火焰 一半是海水,新经典文化
7.4, 世纪文景 | 上海人民出版社,751,高山上的小邮局,世纪文景
8.7, 江苏凤凰文艺出版社,67,我们在哈瓦那的人,读客
9.1, 漓江出版社,2668,地下室手记,外国文学名著名译丛书
9.3, 浙江文艺出版社,39,一片树叶的颤动,可以文化
7.0, 当代世界出版社,40119,左耳,饶雪漫
8.4, 江苏文艺出版社,3506,神的九十亿个名字,"[英]
            阿瑟·克拉克"
8.7, 生活·读书·新知三联书店,8625,人·兽·鬼,钱钟书
9.7, 浙江文艺出版社,221,思念成城,
7.2, 生活·读书·新知三联书店,7525,书剑恩仇录,金庸作品集（三联版）
8.8, 外语教学与研究出版社,29,凝视太阳,互文
7.7, 北京联合出版公司,3697,奇迹,
7.5, 万卷出版公司,53064,他的国,韩寒
8.0, 南海出版公司,2469,秘密,"[日]
            东野圭吾"
7.7, 长江文艺出版社,16743,夏至未至,郭敬明
8.5, 人民文学出版社,21158,哈姆莱特,"[英]
            威廉·莎士比亚"
7.9, 人民日报出版社,352,贵婉日记,
8.5, 上海译文出版社,932,纳博科夫短篇小说全集,"[美]
            弗拉基米尔·纳博科夫"
8.5, 南海出版公司,19937,恶意,加贺探案集
9.3, 上海人民出版社,1801,2001：太空漫游,"[英]
            阿瑟·克拉克"
7.1, 湖南文艺出版社,49,时间杀手,
9.3, 广西师范大学出版社,1074,生活与命运,理想国
8.9, 江苏凤凰文艺出版社,372,童年的终结,读客
9.0, 江苏文艺出版社,8662,银河帝国：基地,"[美]
            艾萨克·阿西莫夫"
8.1, 青海人民出版社,10903,诛仙,箫鼎
8.8, 译林出版社,6187,不存在的骑士,"[意]
            伊塔洛·卡尔维诺"
8.1, 南京大学出版社,11101,刺猬的优雅,"[法]
            妙莉叶·芭贝里"
7.2, 百花洲文艺出版社,138,挚野,
7.8, 北京十月文艺出版社,4608,镜花缘,
7.6, 文化艺术出版社,27177,失乐园,渡边淳一作品
8.1, 新星出版社,4528,一首小夜曲,"[日]
            伊坂幸太郎"
7.5, 南海出版公司,23747,宿命,"[日]
            东野圭吾"
7.5, 平心工作室,1057,人渣反派自救系統 上,墨香铜臭
8.5, 江苏文艺出版社,2221,教父3,马里奥·普佐作品集
8.0, 译林出版社,8861,发条橙,"[英]
            安东尼·伯吉斯"
8.0, 重庆出版社,8163,心理罪,雷米
7.6, 吉林出版集团,5504,乌克兰拖拉机简史,"[英]
            玛琳娜·柳薇卡"
, 江苏凤凰文艺出版社,,有鹤鸣夏3,
9.1, Knopf Books for Young Readers,3424,Flipped,Wendelin Van Draanen
8.2, 新星出版社,285,天边一星子,
8.2, 中国工人出版社,12358,金陵十三钗,"[美]
            严歌苓"
7.9, 百花洲文艺出版社,3317,世界微尘里,木浮生
7.6, 湖南文艺出版社,1634,招摇,
7.5, 重庆出版社,18296,藏地密码1,何马
8.9, 人民文学出版社,1644,尘埃落定,阿来
9.0, 新星出版社,49,野心博物馆,
8.7, 南海出版公司,4998,爱情和其他魔鬼,"[哥伦比亚]
            加西亚·马尔克斯"
8.1, 译林出版社,58,捎话,
8.1, 后浪丨江西人民出版社,2315,活下去的理由,后浪
9.3, 中信出版集团,40,缓刑时刻,三辉图书
8.3, 人民文学出版社,15551,双城记,"[英]
            查尔斯·狄更斯"
7.5, 译林出版社,95,沃普萧纪事,约翰·契弗作品
9.2, 中华书局,1014,水浒传,罗贯中
7.1, 北京联合出版公司,2787,我在未来等你,
9.0, 上海译文出版社,3708,鼠疫,加缪作品
8.8, 上海译文出版社,3820,喧哗与骚动,"[美]
            威廉·福克纳"
6.4, 湖北少儿出版社,2431,斗破苍穹,天蚕土豆
9.1, 上海文艺出版社,2731,人鼠之间,"[美]
            John Steinbeck"
9.8, 理想国丨广西师范大学出版社,63,英国特工阿申登,理想国
9.0, 译林出版社,14925,金色梦乡,"[日]
            伊坂幸太郎"
8.3, 博集天卷 | 湖南文艺出版社,997,知更鸟,"[挪威]
            尤·奈斯博"
8.8, 作家出版社,27494,苏菲的世界,"[挪威]
            乔斯坦·贾德"
8.4, 北京联合出版公司,921,黑暗的左手,"[美]
            厄休拉·勒古恩"
9.4, 译林出版社,166,九故事,塞林格作品集
7.4, 浙江少年儿童出版社,1269,查理九世1·黑贝街的亡灵,雷欧幻像
9.4, 上海译文出版社,10636,一九八四,译文经典（精装本）
8.1, 人民文学出版社,8798,生死场,萧红
9.2, 吉林出版集团有限责任公司,3637,海伯利安,读客
7.1, 北京出版社,14574,废都,贾平凹
7.5, 南海出版公司,2087,放学后,新经典文库·东野圭吾作品
7.4, 生活·读书·新知三联书店,10543,侠客行,金庸作品集（三联版）
9.0, 生活·读书·新知三联书店,15278,射雕英雄传,金庸作品集（三联版）
9.2, 皇冠,961,13 67,陳浩基作品
9.7, 人民文学出版社,710,悲惨世界,名著名译丛书
8.8, 上海译文出版社,7137,罗生门,"[日]
            芥川龙之介"
7.4, 平心出版,1118,天官賜福 一,天官賜福
8.4, 上海译文出版社,14339,了不起的盖茨比,译文名著文库
8.2, 作家出版社,10432,生死疲劳,莫言
9.2, 百花洲文艺出版社,1177,怦然心动,"[美]
            文德琳·范·德拉安南"
7.6, 北京联合出版公司,1797,橘子不是唯一的水果,"[英]
            珍妮特·温特森"
8.2, 中国友谊出版公司,37884,盗墓笔记2,南派三叔
8.9, 世纪文景/上海人民出版社,1602,指匠,世纪文景
7.5, 文汇出版社,2701,必须找到阿历克斯,读客全球顶级畅销小说文库：皮耶尔·勒迈特作品
8.0, 南京大学出版社,28400,最初的爱情 最后的仪式,"[英]
            伊恩·麦克尤恩"
8.4, 中国友谊出版公司,33602,盗墓笔记3,南派三叔
8.6, 上海译文出版社,3986,都柏林人,"[爱尔兰]
            詹姆斯·乔伊斯"
8.5, 湖南文艺出版社,70,你是这世界，写给我的情书,爱格
8.7, 中信出版集团,463,企鹅经典：小黑书 第一辑,
7.8, 理想国 | 广西师范大学出版社,922,一些时刻,理想国
8.5, 译林出版社,6489,鼠疫,"[法]
            阿尔贝·加缪"
6.5, 江苏凤凰文艺出版社,225,时光隔山海,
8.6, オークラ出版,450,夏肌の体温,"[日]
            松崎司"
9.0, 上海译文出版社,2731,沙之书,博尔赫斯全集
7.5, 重庆出版社,8162,超新星纪元,刘慈欣
7.1, 百花洲文艺出版社,11687,他来了，请闭眼,丁墨
8.9, 中国友谊出版公司,39124,明朝那些事儿（叁）,当年明月
8.7, 生活·读书·新知三联书店,14319,倚天屠龙记,金庸作品集（三联版）
7.9, 南海出版公司,5978,彷徨之刃,新经典文库·东野圭吾作品
7.9, 上海译文出版社,4383,小夜曲,"[英]
            石黑一雄"
7.2, 北京联合出版公司,10260,孤独小说家,"[日]
            石田衣良"
8.6, 人民文学出版社,16102,达·芬奇密码,"[美]
            丹·布朗"
7.7, 浙江文艺出版社,1819,人间失格,经典印象·小说名作坊
8.3, 上海译文出版社,22963,舞！舞！舞！,"[日]
            村上春树"
9.0, 上海译文出版社,28506,傲慢与偏见,"[英]
            简·奥斯汀"
8.0, 译林出版社,16337,堂吉诃德,
9.4, 理想国丨广西师范大学出版社,117,我忏悔,理想国
9.0, 上海译文出版社,6259,象棋的故事,"[奥地利]
            斯蒂芬·茨威格"
9.2, 重庆出版社,2542,源泉,"[美]
            安·兰德"
8.8, 北京联合出版公司,1311,赴宴之前,"[英]
            威廉·萨默塞特·毛姆"
8.2, 南海出版公司,6105,千只鹤,"[日]
            川端康成"
8.9, 北京十月文艺出版社,8320,边城,沈从文
8.4, 生活·读书·新知三联书店,81384,向左走·向右走,幾米
8.9, 译林出版社,10098,火星救援,"[美]
            安迪·威尔"
9.1, 广西师范大学出版社,3614,台北人,理想国
7.2, 太白文艺出版社,8494,斗罗大陆（全14卷）,唐家三少
8.5, 作家出版社,12795,兄弟,余华
8.6, 百花洲文艺出版社,60,爱人消失的那一天,
8.9, 上海译文出版社,8598,香水,"[德]
            帕·聚斯金德"
8.1, 吉林出版集团有限责任公司,11553,橘生淮南·暗恋,八月长安
9.5, 译林出版社,307,杀死一只知更鸟,译林纪念版
8.9, 南海出版公司,2898,月亮与六便士,毛姆经典作品集
8.8, 译林出版社,4750,奇风岁月,"[美]
            罗伯特·麦卡蒙"
8.8, 四川科学技术出版社,15538,银河系漫游指南,"[英]
            道格拉斯·亚当斯"
7.9, 人民文学出版社,8113,北鸢,葛亮
9.1, 四川文艺出版社,68,南荣家的越,
8.1, 人民文学出版社,6151,推拿,毕飞宇
7.7,,521,多米诺杀阵,成刚
8.0, 人民文学出版社,10783,高老头,"[法]
            巴尔扎克"
8.3, 九州出版社,82,旱魃,理想国
8.1, 北京联合出版公司,517,时光边缘的男人,大鱼读品
8.7, 译林出版社,1760,第二十二条军规,译林纪念版
8.7, 河南文艺出版社,10479,大秦帝国,孙皓晖
8.5, 未读·文艺家·北京联合出版社公司,227,艾莉诺好极了,未读·文艺家
8.8, 武汉大学出版社,33,愚人学校,鹿书deerbook
7.4, 百花洲文艺出版社,1205,那不勒斯的萤火,
7.8, 陕西师范大学出版社,91086,杜拉拉升职记,李可
7.2, 湖南文艺出版社,8700,尸语者,秦明
8.7, 译林出版社,7231,布鲁克林有棵树,贝蒂·史密斯
8.2, 长江文艺出版社,33156,大地之灯,七堇年
8.3, 人民文学出版社,4625,儒林外史,吴敬梓
8.3, 译林出版社,18448,朗读者,"[德]
            本哈德·施林克"
9.6, 上海文艺出版社,164,苗疆道事,牧神文化
7.8, 人民文学出版社,27342,欧也妮·葛朗台,中学生课外文学名著必读
8.3, 作家出版社,1777,天幕红尘,豆豆
8.8, 中国友谊出版公司,32547,明朝那些事儿（伍）,当年明月
8.2, 北京联合出版公司,1907,比海更深,"[日]
            是枝裕和"
7.6, 湖南文艺出版社,18539,三生三世 枕上书,唐七公子
7.2, 北京十月文艺出版社,10787,人民的名义,周梅森
8.5, 理想国丨广西师范大学出版社,380,光年,理想国
8.8, 湖南文艺出版社,4304,告白,博集天卷
8.7, 译林出版社,7516,分成两半的子爵,"[意]
            伊塔洛·卡尔维诺"
8.9, 上海译文出版社,5275,春雪,"[日]
            三岛由纪夫"
8.5, 上海文艺出版社,3582,编舟记,"[日]
            三浦紫苑"
9.0, 人民文学出版社,37325,格林童话全集,"[德]
            格林兄弟"
9.4, 理想国丨九州出版社,36,水妖,理想国
8.4, 中国友谊出版公司,31168,盗墓笔记4,南派三叔
7.2, 江苏文艺出版社,2223,小女花不弃,桩桩
9.1, 上海人民出版社,18774,动物庄园,
8.8, 天津人民出版社,3032,局外人,"[法]
            阿尔贝·加缪"
8.0, 重庆出版社,11912,心理罪,雷米
7.6, 南海出版公司,12467,眠,"[德]
            卡特·曼施克 图"
7.8, 浙江文艺出版社,5228,我是猫,"[日]
            夏目漱石"
8.7, 南海出版公司,3924,梦中的欢快葬礼和十二个异乡故事,"[哥伦比亚]
            加西亚·马尔克斯"
6.9, 天津人民出版社,4101,了不起的盖茨比,果麦文化
9.3, 上海译文出版社,6110,动物农场,译文经典（精装本）
8.0, 重庆出版社,8485,二号首长,黄晓阳
8.9, 人民文学出版社,27275,浮生六记,
8.3, 江苏凤凰文艺出版社,89,永恒火焰,读客
7.4, 中国言实出版社,223,路漫漫其叔远,
7.7, 沈阳出版社,15968,何以笙箫默,顾漫
8.5, 上海译文出版社,10560,老人与海,"[美]
            欧内斯特·海明威"
7.7, 北京联合出版公司,2001,古董局中局,马伯庸
6.8, 中信出版社,20941,别相信任何人,S.J.沃森悬疑惊悚系列
8.9, 新经典文化/北京十月文艺出版社,1716,黄金时代,新经典文化
7.7, 南海出版公司,27817,流星之绊,"[日]
            东野圭吾"
7.6, 中国工人出版社,202,暖气,豆瓣方舟文库·悬疑推理
7.8, 南海出版公司,13832,彷徨之刃,"[日]
            东野圭吾"
7.8, 长江出版社,5400,龙族Ⅲ,江南
7.7, 北京联合出版公司,4378,美国众神,"[英]
            尼尔·盖曼"
8.6, 天津人民出版社,1138,红与黑,"[法]
            司汤达"
9.3, 天津人民出版社,2341,悉达多,果麦文化
9.2, 人民文学出版社,45880,安徒生童话故事集,"[丹麦]
            汉斯·克里斯蒂安·安徒生"
6.9, 江苏文艺出版社,880,良辰多喜欢2,
8.4, 天津人民出版社,3727,人间失格,太宰治
8.3, 长江文艺出版社,764,流浪地球,
9.0, 上海译文出版社,1384,美丽新世界,"[英]
            阿道司·赫胥黎"
7.8, 基本書坊,121,軍犬,
8.6, 重庆出版社,3394,阿特拉斯耸耸肩（上下）,"[美]
            安·兰德"
8.4, 南海出版公司,55941,1Q84 BOOK 2,"[日]
            村上春树"
8.6, 湖南文艺出版社,1002,显微镜下的大明,博集天卷
9.0, 生活·读书·新知三联书店,9495,鹿鼎记,金庸
7.0, 99读书人|人民文学出版社,2615,本源,99读书人
7.7, 新星出版社,278,日本合众国,幻象文库
, 江苏凤凰文艺出版社,,丝丝入口,
7.9, 沈阳出版社,73272,三生三世 十里桃花,唐七公子
7.9, 译林出版社,3959,信,"[日]
            东野圭吾"
7.3, 化学工业出版社,6944,湖畔,"[日]
            东野圭吾"
7.9, 译林出版社,12294,我是猫,"[日]
            夏目漱石"
7.0, 北京十月文艺出版社,1408,悲剧人偶,新经典文库·东野圭吾作品
9.1, 上海译文出版社,5037,来自新世界 （上下）,"[日]
            贵志祐介"
8.1, 人民文学出版社,16046,雪国,"[日]
            川端康成"
8.4, 低音·北京联合出版公司,54,丝,联合低音
8.9, 长江文艺出版社,3752,一句顶一万句,刘震云
8.3, 辽宁人民出版社,121,人不彪悍枉少年,
8.3, 新星出版社,5537,ABC谋杀案,午夜文库·大师系列：阿加莎·克里斯蒂作品
7.8, 上海译文出版社,41015,在路上,"[美]
            杰克·凯鲁亚克"
8.3, 云南人民出版社,2358,歃血1,墨武
7.4, 长江出版社,1176,百妖谱,裟椤双树
8.3, 湖南文艺出版社,84,我发现了,大鱼文库
9.0, 上海人民出版社,9012,德米安,"[德]
            赫尔曼·黑塞"
9.2, 人民文学出版社,876,围城,
2.2, 中信出版集团,781,天才打字机,
8.5, 上海译文出版社,24493,海边的卡夫卡,"[日]
            村上春树"
8.8, 上海锦绣文章出版社,50303,爱你就像爱生命,李银河
7.4, 北京十月文艺出版社,143,中年妇女恋爱史,
8.3, 读客图书·江苏凤凰文艺出版社,1839,人间失格,读客
7.6, 南海出版公司,6784,时生,"[日]
            东野圭吾"
8.9, 解放军文艺出版社,14606,亮剑,都梁
7.6, 南海出版公司,38833,1Q84 BOOK 3,"[日]
            村上春树"
8.5, 万卷出版公司,15285,上海堡垒,江南
7.2, 上海文艺出版社,396,天涯双探,读客
8.4, 上海译文出版社,26239,生活在别处,"[捷克]
            米兰·昆德拉"
8.4, 上海人民出版社,1214,横道世之介,世纪文景
8.1, 人民文学出版社,29260,天使与魔鬼,"[美]
            丹·布朗"
8.1, 江苏凤凰文艺出版社,621,既生魄,
7.5, 长江出版社,4642,哑舍,玄色
7.9, 湖南文艺出版社,9903,暗恋·橘生淮南,八月长安
8.8, 译林出版社,29186,看不见的城市,"[意]
            伊塔洛·卡尔维诺"
8.6, 新星出版社,6901,尼罗河上的惨案,午夜文库·大师系列：阿加莎·克里斯蒂作品
9.2, Macmillan USA,1894,Call Me by Your Name,
6.7, 湖南文艺出版社,9623,十宗罪,蜘蛛
7.9, 后浪 | 四川人民出版社,897,台风天,后浪
8.6, 上海译文出版社,4826,到灯塔去,"[英]
            弗吉尼亚·伍尔夫"
8.7, 译林出版社,5016,仿生人会梦见电子羊吗？,"[美]
            菲利普·迪克"
8.0, 江苏凤凰文艺出版社,7323,恋情的终结,格雷厄姆·格林
8.0, 上海译文出版社,16845,质数的孤独,"[意]
            保罗·乔尔达诺"
7.8, 北京联合出版公司,1476,古董局中局 大全集,读客
8.1, 作家出版社,20853,云中歌1,桐华
6.6, 作家出版社,10912,梦幻花,
9.4, 北京联合出版公司,108,诗人,新经典文化
7.9, 上海人民出版社/世纪文景,6442,侠隐,世纪文景
9.0, 江苏少年儿童出版社,9930,草房子,曹文轩
7.9, 浦睿文化·湖南文艺出版社,6720,坏小孩,浦睿文化
8.1, 人民文学出版社,37400,时间旅行者的妻子,"[美]
            奥德丽·尼芬格"
7.6, 海口-南海出版社,17395,白马啸西风,
8.2, 百花洲文艺出版社,6000,萤火虫小巷,"[美]
            克莉丝汀·汉娜"
7.8, 长江出版社,8424,龙族Ⅲ,江南
8.5, 人民文学出版社,11782,沧浪之水,阎真
7.9, 安徽文艺出版社,23479,鬼吹灯之昆仑神宫,鬼吹灯
7.8, 上海译文出版社,3894,被掩埋的巨人,石黑一雄作品
8.0, 人民文学出版社,16934,复活,"[俄]
            列夫·托尔斯泰"
7.6, 江苏文艺出版社,16244,十年一品温如言,
7.0, 北京联合出版公司,4244,白金数据,"[日]
            东野圭吾"
8.7, 译林出版社,3168,仿生人会梦见电子羊吗？,"[美]
            菲利普·迪克"
8.3, 南海出版公司,830,大雪将至,青橙文化
8.9, 中国友谊出版公司,47180,明朝那些事儿（贰）,当年明月
8.6, 广西师范大学出版社,10180,纽约客,白先勇
7.7, 云南人民出版社,4816,独家记忆,木浮生
9.0, 南海出版公司,793,情书,新经典文库·岩井俊二作品
, 江苏凤凰文艺出版社,,时有微凉,
9.0, 南海出版公司,4080,骆驼祥子,老舍
8.6, 北京十月文艺出版社,4147,人生,路遥
9.0, 河南大学出版社,1082,小说机杼,"[英]
            詹姆斯·伍德"
8.3, 南海出版公司,4994,漫长的告别,"[美]
            雷蒙德·钱德勒"
8.8, 未读·文艺家·北京联合出版公司,2236,醒来的女性,未读
6.4, 江苏凤凰文艺出版社,8559,孤独深处,郝景芳
8.4, 天海文化,1546,流浪地球,
8.3, 上海译文出版社,7487,蝇王,"[英]
            威廉·戈尔丁"
8.4, 中国文联出版社,6212,全频带阻塞干扰,刘慈欣
8.0, 上海译文出版社,63,黑塞童话集,黑塞文集（精装）
7.9, 上海人民出版社,23447,我的名字叫红,"[土耳其]
            奥尔罕·帕慕克"
8.1, 北京十月文艺出版社,25304,穆斯林的葬礼,霍达
8.9, 人民文学出版社,14123,彷徨,鲁迅
9.1, 江苏文艺出版社,2712,棋王·树王·孩子王,阿城
8.2, 作家出版社,14868,檀香刑,莫言
8.5, 南海出版公司,5103,米格尔街,"[英]
            V.S.奈保尔"
7.9, 安徽文艺出版社,12185,鬼吹灯Ⅱ之三·怒晴湘西,天下霸唱
8.8, 百花洲文艺出版社,171,抚生·孤暮朝夕,白马时光
8.6, 江苏文艺出版社,6774,那个不为人知的故事,Twentine
7.8, 南海出版社,7182,苦妓回忆录,"[哥伦比亚]
            加西亚·马尔克斯"
8.6, 作家出版社,10982,第九个寡妇,"[美]
            严歌苓"
8.1, 江苏文艺出版社,4530,神经漫游者,"[美]
            威廉·吉布森"
8.3, 新星出版社,22970,占星术杀人魔法,"[日]
            岛田庄司"
8.0, 花山文艺出版社,19832,后宫·甄嬛传Ⅰ,流潋紫
9.0, Knopf,991,Bad Blood,
7.4, 二十一世纪出版社,55374,一座城池,韩寒
9.1, 九州出版社,233,铁浆,理想国
8.4, 时代文艺出版社,1331,月亮和六便士,
7.4, 南海出版公司,2426,黎明之街,"[日]
            东野圭吾"
9.1, 人民文学出版社,8941,城南旧事,林海音
8.0, 南海出版公司,3994,流星之绊,新经典文库·东野圭吾作品
9.3, 上海译文出版社,28090,一九八四·动物农场,"[英]
            乔治·奥威尔"
8.7, 齐鲁出版社,5952,金瓶梅,明代四大奇书
8.8, 后浪丨四川人民出版社,861,太古和其他的时间,后浪
7.4, 上海文艺出版社,39923,兄弟（下）,余华
9.0, 时代文艺出版社,858,一个陌生女人的来信,
7.1, 湖南文艺出版社,5485,笑场,博集天卷
